id,S_id,S_name,S_cui_entrezid,S_semtypes,P_name,O_id,O_name,O_cui_entrezid,O_semtypes
D10519413.P13,D10519413.E55,Entire fetus,,anst,LOCATION_OF,D10519413.E52,CYP3A7 gene,,aapp
D10519413.P14,D10519413.E97,hepatoma cell,,cell,PART_OF,D10519413.E96,Homo sapiens,,humn
D10519413.P15,D10519413.E97,hepatoma cell,,cell,PRODUCES,D10519413.E99,Serum,,bdsu
D10519413.P16,D10519413.E109,Sodium Butyrate,,orch,INHIBITS,D10519413.E112,DEK gene,,gngm
D10519413.P17,D10519413.E109,Sodium Butyrate,,orch,INHIBITS,D10519413.E111,LY6E gene,,gngm
D10519413.P18,D10519413.E116,Part,,spco,LOCATION_OF,D10519413.E115,Cells,,cell
D10519413.P19,D10519413.E131,Liver carcinoma,,neop,PROCESS_OF,D10519413.E130,Homo sapiens,,humn
D10519413.P20,D10519413.E125,Vitronectin,,bacs,PART_OF,D10519413.E127,LY6E gene,,aapp
D10519413.P21,D10519413.E124,Insulin-Like Growth-Factor Binding Protein 1,,bacs,PART_OF,D10519413.E127,LY6E gene,,aapp
D10519413.P22,D10519413.E120,Galectin 4,,bacs,PART_OF,D10519413.E127,LY6E gene,,aapp
D10519413.P23,D10519413.E132,,,gngm,AUGMENTS,D10519413.E136,Liver,,bpoc
D10519413.P24,D10519413.E133,CYP3A7 gene,,gngm,AUGMENTS,D10519413.E136,Liver,,bpoc
D10519413.P25,D10519413.E139,Serum,,bdsu,LOCATION_OF,D10519413.E140,Growth Factor,,aapp
D10519413.P26,D10519413.E147,"Tumor cells, malignant",,cell,PART_OF,D10519413.E146,Liver,,bpoc
D10519413.P27,D10519413.E140,Growth Factor,,aapp,ASSOCIATED_WITH,D10519413.E145,Precancerous Conditions,,neop
D10523694.P1,D10523694.E9,Liver carcinoma,,neop,PROCESS_OF,D10523694.E8,Homo sapiens,,humn
D10523694.P2,D10523694.E6,Cultured Cell Line,,cell,LOCATION_OF,D10523694.E4,TP53 gene,,aapp
D10523694.P3,D10523694.E11,TP53 gene,,gngm,ASSOCIATED_WITH,D10523694.E13,Liver carcinoma,,neop
D10523694.P4,D10523694.E17,Genes,,gngm,ASSOCIATED_WITH,D10523694.E18,Liver carcinoma,,neop
D10523694.P5,D10523694.E22,Cultured Cell Line,,cell,LOCATION_OF,D10523694.E20,Protein p53,,aapp
D10523694.P6,D10523694.E31,Alleles,,gngm,COEXISTS_WITH,D10523694.E32,Candida albicans extract,,imft
D10523694.P7,D10523694.E59,Protein p53,,aapp,ASSOCIATED_WITH,D10523694.E61,Liver carcinoma,,neop
D10523694.P8,D10523694.E64,Genes,,gngm,ASSOCIATED_WITH,D10523694.E65,Liver carcinoma,,neop
D10533071.P1,D10533071.E22,Mutation,,genf,PROCESS_OF,D10533071.E23,Persons,,humn
D10533071.P2,D10533071.E39,Liver carcinoma,,neop,PROCESS_OF,D10533071.E38,Patients,,humn
D10533071.P3,D10533071.E36,Mutation,,genf,PROCESS_OF,D10533071.E38,Patients,,humn
D10545724.P1,D10545724.E2,CTNNB1 Gene Mutation,,comd,COEXISTS_WITH,D10545724.E3,Pancreatic Neoplasm,,neop
D10545724.P2,D10545724.E7,APC gene,,gngm,ISA,D10545724.E8,Tumor Suppressor Genes,,gngm
D10545724.P3,D10545724.E11,APC gene,,gngm,INTERACTS_WITH,D10545724.E14,,,gngm
D10545724.P4,D10545724.E30,CTNNB1 gene,,gngm,INTERACTS_WITH,D10545724.E31,FOXD3 gene,,gngm
D10545724.P5,D10545724.E32,Endocrine Gland Neoplasms,,neop,PART_OF,D10545724.E33,Pancreas,,bpoc
D10545724.P6,D10545724.E66,,,gngm,INTERACTS_WITH,D10545724.E68,FOXD3 gene,,gngm
D10545724.P7,D10545724.E63,CTNNB1 gene,,gngm,CAUSES,D10545724.E69,Pancreatic Neoplasm,,neop
D10551902.P1,D10551902.E5,Tumorigenicity,,patf,CAUSES,D10551902.E6,Tumor Immunity,,dsyn
D10551902.P2,D10551902.E11,Antigen Presentation,,celf,PROCESS_OF,D10551902.E12,Immune response,,ortf
D10551902.P3,D10551902.E21,Neoplasms,,neop,PRODUCES,D10551902.E22,Intercellular adhesion molecule 1,,aapp
D10551902.P4,D10551902.E27,ICAM1 gene,,gngm,PART_OF,D10551902.E26,Homo sapiens,,humn
D10551902.P5,D10551902.E33,human cell line,,cell,LOCATION_OF,D10551902.E27,ICAM1 gene,,aapp
D10551902.P6,D10551902.E28,Genes,,gngm,ASSOCIATED_WITH,D10551902.E32,Colorectal Cancer,,neop
D10551902.P7,D10551902.E28,Genes,,gngm,ASSOCIATED_WITH,D10551902.E31,Rat Hepatocellular Carcinoma,,neop
D10551902.P8,D10551902.E35,Intercellular adhesion molecule 1,,aapp,PART_OF,D10551902.E34,Cell surface,,celc
D10551902.P9,D10551902.E43,Intercellular cell adhesion molecule,,aapp,PART_OF,D10551902.E41,Simplexvirus,,virs
D10551902.P10,D10551902.E45,Tumorigenicity,,patf,PROCESS_OF,D10551902.E49,"BUF, Rat Strain",,mamm
D10551902.P11,D10551902.E51,Therapeutic radiology procedure,,topp,AFFECTS,D10551902.E57,tumor growth,,neop
D10551902.P12,D10551902.E67,Intercellular cell adhesion molecule,,aapp,PART_OF,D10551902.E66,Homo sapiens,,humn
D10551902.P13,D10551902.E67,Intercellular cell adhesion molecule,,aapp,PART_OF,D10551902.E65,Cell surface,,celc
D10551902.P14,D10551902.E72,"Tumor cells, uncertain whether benign or malignant",,cell,PART_OF,D10551902.E71,Homo sapiens,,humn
D10551902.P15,D10551902.E100,Cell Adhesion Molecules,,aapp,PART_OF,D10551902.E99,Cell surface,,celc
D10551902.P16,D10551902.E103,Intercellular adhesion molecule 1,,gngm,PART_OF,D10551902.E102,Neoplasms,,neop
D10567879.P1,D10567879.E5,BCL-2 Protein,,aapp,ISA,D10567879.E8,Apoptosis Regulatory Proteins,,aapp
D10567879.P2,D10567879.E11,BCL-2 Protein,,aapp,AFFECTS,D10567879.E12,Chemosensitivity,,fndg
D10567879.P3,D10567879.E17,Bax protein,,aapp,PART_OF,D10567879.E18,Cells,,cell
D10567879.P4,D10567879.E16,BCL2 gene,,aapp,PART_OF,D10567879.E18,Cells,,cell
D10567879.P5,D10567879.E30,Bax protein,,bacs,PART_OF,D10567879.E33,BCL2 gene,,aapp
D10567879.P6,D10567879.E40,BCL2 gene,,gngm,INTERACTS_WITH,D10567879.E44,Pharmaceutical Preparations,,phsu
D10567879.P7,D10567879.E52,BCL2 gene,,gngm,INTERACTS_WITH,D10567879.E54,Antineoplastic Agents,,orch
D10567906.P1,D10567906.E3,Retinoblastoma Protein,,aapp,ASSOCIATED_WITH,D10567906.E4,Tumor Progression,,neop
D10567906.P2,D10567906.E3,Retinoblastoma Protein,,aapp,ASSOCIATED_WITH,D10567906.E5,Secondary Neoplasm,,neop
D10567906.P3,D10567906.E4,Tumor Progression,,neop,COEXISTS_WITH,D10567906.E6,Liver carcinoma,,neop
D10567906.P4,D10567906.E5,Secondary Neoplasm,,neop,COEXISTS_WITH,D10567906.E6,Liver carcinoma,,neop
D10567906.P5,D10567906.E18,"Hepatitis, Chronic",,dsyn,AFFECTS,D10567906.E9,Hepatocarcinogenesis,,neop
D10567906.P6,D10567906.E23,Adenomatous hyperplasia,,patf,AFFECTS,D10567906.E9,Hepatocarcinogenesis,,neop
D10567906.P7,D10567906.E72,Liver carcinoma,,neop,COEXISTS_WITH,D10567906.E80,Primary Lesion,,dsyn
D10567906.P8,D10567906.E84,Retinoblastoma Protein,,aapp,ASSOCIATED_WITH,D10567906.E86,Neoplasm Metastasis,,neop
D10567906.P9,D10567906.E84,Retinoblastoma Protein,,aapp,ASSOCIATED_WITH,D10567906.E85,Tumor Progression,,neop
D10569800.P1,D10569800.E5,Peroxisome Proliferators,,hops,CAUSES,D10569800.E4,Carcinogenesis,,neop
D10569800.P2,D10569800.E2,Acute-Phase Proteins,,gngm,PART_OF,D10569800.E1,Hepatic,,blor
D10569800.P3,D10569800.E11,Rodent,,mamm,LOCATION_OF,D10569800.E9,,,aapp
D10569800.P4,D10569800.E13,,,gngm,CAUSES,D10569800.E12,Carcinogenicity,,neop
D10569800.P5,D10569800.E17,Peroxisome Proliferator-Activated Receptors,,aapp,INTERACTS_WITH,D10569800.E19,Genes,,aapp
D10569800.P6,D10569800.E28,Rattus norvegicus,,mamm,LOCATION_OF,D10569800.E21,Genes,,aapp
D10569800.P7,D10569800.E38,alpha-2 globulin,,gngm,PART_OF,D10569800.E39,Neoplasms,,neop
D10569800.P8,D10569800.E43,Diethylnitrosamine,,hops,CAUSES,D10569800.E42,Hepatic adenoma,,neop
D10569800.P9,D10569800.E63,Peroxisome Proliferators,,hops,ADMINISTERED_TO,D10569800.E61,Rattus norvegicus,,mamm
D10569800.P10,D10569800.E54,Ceruloplasmin,,aapp,AUGMENTS,D10569800.E59,Neoplasms,,neop
D10569800.P11,D10569800.E56,Fibrinogen,,aapp,AUGMENTS,D10569800.E59,Neoplasms,,neop
D10569800.P12,D10569800.E55,Haptoglobins,,aapp,AUGMENTS,D10569800.E59,Neoplasms,,neop
D10569800.P13,D10569800.E57,Orosomucoid,,aapp,AUGMENTS,D10569800.E59,Neoplasms,,neop
D10569800.P14,D10569800.E52,Acute-Phase Proteins,,aapp,DISRUPTS,D10569800.E60,Liver,,bpoc
D10569800.P15,D10569800.E60,Liver,,bpoc,PART_OF,D10569800.E61,Rattus norvegicus,,mamm
D10569800.P16,D10569800.E69,Protein C Inhibitor,,gngm,PART_OF,D10569800.E68,Hepatic,,blor
D10569800.P17,D10569800.E66,phthalates,,orch,INHIBITS,D10569800.E72,Haptoglobins,,gngm
D10569800.P18,D10569800.E66,phthalates,,orch,INHIBITS,D10569800.E69,Protein C Inhibitor,,gngm
D10569800.P19,D10569800.E77,Gene Mutation,,genf,AFFECTS,D10569800.E82,Wild Type,,aapp
D10569800.P20,D10569800.E88,Acute-Phase Proteins,,gngm,PART_OF,D10569800.E87,Hepatic,,blor
D10569800.P21,D10569800.E91,Mus,,mamm,LOCATION_OF,D10569800.E88,Acute-Phase Proteins,,aapp
D10569800.P22,D10569800.E90,Rattus norvegicus,,mamm,LOCATION_OF,D10569800.E88,Acute-Phase Proteins,,aapp
D10569800.P23,D10569800.E86,,,gngm,STIMULATES,D10569800.E83,PPAR alpha,,gngm
D10575317.P1,D10575317.E1,CDKN2A gene,,gngm,ASSOCIATED_WITH,D10575317.E4,Liver carcinoma,,neop
D10575317.P2,D10575317.E23,Neoplasms,,neop,PROCESS_OF,D10575317.E22,Swiss,,humn
D10575317.P3,D10575317.E19,Neoplasms,,neop,PROCESS_OF,D10575317.E18,Japanese race,,humn
D10575317.P4,D10575317.E29,TH gene,,gngm,PART_OF,D10575317.E25,Patients,,humn
D10575317.P5,D10575317.E50,CDKN2A gene,,gngm,ASSOCIATED_WITH,D10575317.E55,Hepatocarcinogenesis,,neop
D10575317.P6,D10575317.E55,Hepatocarcinogenesis,,neop,PROCESS_OF,D10575317.E56,Patients,,humn
D10576668.P1,D10576668.E5,Liver carcinoma,,neop,PROCESS_OF,D10576668.E4,Homo sapiens,,humn
D10576668.P2,D10576668.E2,Genes,,aapp,ASSOCIATED_WITH,D10576668.E5,Liver carcinoma,,neop
D10576668.P3,D10576668.E3,Proteins,,aapp,ASSOCIATED_WITH,D10576668.E5,Liver carcinoma,,neop
D10576668.P4,D10576668.E34,Cytoplasm,,celc,LOCATION_OF,D10576668.E33,Proteins,,aapp
D10576668.P5,D10576668.E43,Nodule,,acab,PART_OF,D10576668.E42,Liver carcinoma,,neop
D10576668.P6,D10576668.E51,Proteins,,bacs,PART_OF,D10576668.E52,Melanoma-Associated Antigen Family,,aapp
D10576668.P7,D10576668.E74,Liver carcinoma,,neop,PROCESS_OF,D10576668.E73,Homo sapiens,,humn
D10576668.P8,D10576668.E58,Detection,,topp,TREATS,D10576668.E65,Early Hepatocellular Carcinoma,,neop
D10576668.P9,D10576668.E62,Western Blotting,,lbpr,METHOD_OF,D10576668.E58,Detection,,topp
D10576668.P10,D10576668.E60,Reverse Transcriptase Polymerase Chain Reaction,,mbrt,METHOD_OF,D10576668.E58,Detection,,topp
D10576668.P11,D10576668.E58,Detection,,topp,METHOD_OF,D10576668.E72,Immunotherapy,,topp
D10580126.P1,D10580126.E6,Glycoprotein 6-alpha-L-fucosyltransferase,,aapp,INTERACTS_WITH,D10580126.E7,Fucose,,orch
D10580126.P2,D10580126.E21,Blood Platelets,,cell,PART_OF,D10580126.E20,Homo sapiens,,humn
D10580126.P3,D10580126.E17,Brain,,bpoc,PART_OF,D10580126.E16,Family suidae,,mamm
D10580126.P4,D10580126.E21,Blood Platelets,,cell,LOCATION_OF,D10580126.E13,Enzymes,,orch
D10580126.P5,D10580126.E17,Brain,,bpoc,LOCATION_OF,D10580126.E13,Enzymes,,orch
D10580126.P6,D10580126.E15,human cell line,,cell,LOCATION_OF,D10580126.E13,Enzymes,,orch
D10580126.P7,D10580126.E19,human cell line,,cell,LOCATION_OF,D10580126.E13,Enzymes,,orch
D10580126.P8,D10580126.E28,Brain,,bpoc,PART_OF,D10580126.E27,Family suidae,,mamm
D10580126.P9,D10580126.E31,cDNA Library,,gngm,PART_OF,D10580126.E30,"Tumor cells, malignant",,cell
D10580126.P10,D10580126.E23,Clone Cells,,cell,PART_OF,D10580126.E24,Family suidae,,mamm
D10580126.P11,D10580126.E23,Clone Cells,,cell,PART_OF,D10580126.E25,Homo sapiens,,humn
D10580126.P12,D10580126.E28,Brain,,bpoc,LOCATION_OF,D10580126.E26,Glycoprotein 6-alpha-L-fucosyltransferase,,aapp
D10580126.P13,D10580126.E28,Brain,,bpoc,LOCATION_OF,D10580126.E31,cDNA Library,,aapp
D10580126.P14,D10580126.E52,"Chromosomes, Human, Pair 3",,celc,LOCATION_OF,D10580126.E49,Glycoprotein 6-alpha-L-fucosyltransferase,,aapp
D10580126.P15,D10580126.E63,gene cloning,,lbpr,USES,D10580126.E62,Fucosyltransferase,,aapp
D10580126.P16,D10580126.E66,Body tissue,,tisu,PART_OF,D10580126.E65,Rattus norvegicus,,mamm
D10580126.P17,D10580126.E64,Glycoprotein 6-alpha-L-fucosyltransferase,,aapp,PART_OF,D10580126.E66,Body tissue,,tisu
D10580126.P18,D10580126.E73,Hepatitis,,dsyn,PROCESS_OF,D10580126.E71,Rattus norvegicus,,mamm
D10580126.P19,D10580126.E74,Liver carcinoma,,neop,PROCESS_OF,D10580126.E71,Rattus norvegicus,,mamm
D10580126.P20,D10580126.E67,Glycoprotein 6-alpha-L-fucosyltransferase,,aapp,PART_OF,D10580126.E68,Liver,,bpoc
D10580126.P21,D10580126.E69,Hepatocarcinogenesis,,neop,PART_OF,D10580126.E71,Rattus norvegicus,,mamm
D10580126.P22,D10580126.E77,Liver diseases,,dsyn,PROCESS_OF,D10580126.E76,Homo sapiens,,humn
D10580126.P23,D10580126.E80,Body tissue,,tisu,PART_OF,D10580126.E79,Liver neoplasms,,neop
D10580126.P24,D10580126.E77,Liver diseases,,dsyn,PRODUCES,D10580126.E81,Body tissue,,tisu
D10580126.P25,D10580126.E77,Liver diseases,,dsyn,PRODUCES,D10580126.E80,Body tissue,,tisu
D10580126.P26,D10580126.E91,Liver neoplasms,,neop,PROCESS_OF,D10580126.E90,Patients,,humn
D10580126.P27,D10580126.E87,serum alpha-fetoprotein (AFP) measurement,,lbpr,METHOD_OF,D10580126.E89,Early Diagnosis,,diap
D10580126.P28,D10580126.E95,,,gngm,ASSOCIATED_WITH,D10580126.E96,Liver neoplasms,,neop
D10580126.P29,D10580126.E107,Liver,,bpoc,LOCATION_OF,D10580126.E105,Neoplasms,,neop
D10580126.P30,D10580126.E107,Liver,,bpoc,PART_OF,D10580126.E108,"Mice, Nude",,mamm
D10582682.P1,D10582682.E3,BCL10 gene,,gngm,ASSOCIATED_WITH,D10582682.E5,Lymphoma,,neop
D10582682.P2,D10582682.E3,BCL10 gene,,gngm,ASSOCIATED_WITH,D10582682.E4,solid tumor,,neop
D10582682.P3,D10582682.E11,1p22,,celc,LOCATION_OF,D10582682.E7,Proteins,,aapp
D10582682.P4,D10582682.E17,Body tissue,,tisu,PART_OF,D10582682.E16,Neoplasms,,neop
D10582682.P5,D10582682.E18,Histologic,,ftcn,ISA,D10582682.E19,Beginning,,tmco
D10582682.P6,D10582682.E24,1p22,,celc,LOCATION_OF,D10582682.E15,BCL10 gene,,aapp
D10582682.P7,D10582682.E44,BCL10 gene,,gngm,ASSOCIATED_WITH,D10582682.E51,solid tumor,,neop
D10582682.P8,D10582682.E54,BCL10 gene,,gngm,ASSOCIATED_WITH,D10582682.E56,Pathogenesis,,patf
D10582682.P9,D10582682.E70,Neoplasms,,neop,PROCESS_OF,D10582682.E69,Homo sapiens,,humn
D10582682.P10,D10582682.E63,BCL10 gene,,gngm,ASSOCIATED_WITH,D10582682.E70,Neoplasms,,neop
D10582691.P1,D10582691.E7,CD82 gene,,gngm,PART_OF,D10582691.E6,member,,humn
D10582691.P2,D10582691.E7,CD82 gene,,gngm,DISRUPTS,D10582691.E9,Secondary malignant neoplasm of lung,,neop
D10582691.P3,D10582691.E9,Secondary malignant neoplasm of lung,,neop,COEXISTS_WITH,D10582691.E11,Secondary Neoplasm,,neop
D10582691.P4,D10582691.E14,CD82 gene,,aapp,PREVENTS,D10582691.E26,Malignant neoplasm of urinary bladder,,neop
D10582691.P5,D10582691.E14,CD82 gene,,aapp,PREVENTS,D10582691.E18,solid tumor,,neop
D10582691.P6,D10582691.E32,Colorectal Cancer,,neop,PROCESS_OF,D10582691.E31,Homo sapiens,,humn
D10582691.P7,D10582691.E45,Body tissue,,tisu,PART_OF,D10582691.E44,Colon structure (body structure),,bpoc
D10582691.P8,D10582691.E39,"Cell Line, Tumor",,cell,PRODUCES,D10582691.E38,Lymphocyte antigen CD82,,aapp
D10582691.P9,D10582691.E61,Colorectal Cancer,,neop,PROCESS_OF,D10582691.E60,Patients,,humn
D10582691.P10,D10582691.E60,Patients,,humn,LOCATION_OF,D10582691.E56,CD82 gene,,aapp
D10582691.P11,D10582691.E59,Body tissue,,tisu,LOCATION_OF,D10582691.E58,Immunohistochemistry,,diap
D10582691.P12,D10582691.E75,Colonic mucous membrane,,bpoc,LOCATION_OF,D10582691.E72,CD82 gene,,aapp
D10582691.P13,D10582691.E71,Colorectal Cancer,,neop,PROCESS_OF,D10582691.E70,Patients,,humn
D10582691.P14,D10582691.E90,Colonic mucous membrane,,bpoc,LOCATION_OF,D10582691.E87,CD82 gene,,aapp
D10582691.P15,D10582691.E84,Neoplasm Metastasis,,neop,PROCESS_OF,D10582691.E82,Patients,,humn
D10582691.P16,D10582691.E110,Colonic mucous membrane,,bpoc,LOCATION_OF,D10582691.E108,CD82 gene,,aapp
D10583438.P1,D10583438.E1,"nucleocapsid protein, Hepatitis C virus",,aapp,DISRUPTS,D10583438.E3,Apoptosis,,celf
D10583438.P2,D10583438.E12,"nucleocapsid protein, Hepatitis C virus",,aapp,INHIBITS,D10583438.E13,Cisplatin,,inch
D10583438.P3,D10583438.E13,Cisplatin,,phsu,CAUSES,D10583438.E14,Apoptosis,,celf
D10583438.P4,D10583438.E13,Cisplatin,,phsu,CAUSES,D10583438.E17,Apoptosis,,celf
D10583438.P5,D10583438.E18,MYC gene,,gngm,PART_OF,D10583438.E19,Chinese Hamster Ovary Cell,,cell
D10583438.P6,D10583438.E35,Liver neoplasms,,neop,PROCESS_OF,D10583438.E34,Homo sapiens,,humn
D10583438.P7,D10583438.E26,viral nucleocapsid location,,celc,PART_OF,D10583438.E25,Hepatitis C virus,,virs
D10583438.P8,D10583438.E29,,,aapp,PART_OF,D10583438.E26,viral nucleocapsid location,,celc
D10583438.P9,D10583438.E28,Tumor Necrosis Factors,,aapp,PART_OF,D10583438.E26,viral nucleocapsid location,,celc
D10583438.P10,D10583438.E32,Antibodies,,gngm,CAUSES,D10583438.E33,Apoptosis,,celf
D10583438.P11,D10583438.E33,Apoptosis,,celf,COEXISTS_WITH,D10583438.E35,Liver neoplasms,,neop
D10583438.P12,D10583438.E41,"nucleocapsid protein, Hepatitis C virus",,aapp,INHIBITS,D10583438.E45,,,aapp
D10583438.P13,D10583438.E41,"nucleocapsid protein, Hepatitis C virus",,aapp,INHIBITS,D10583438.E44,Tumor Necrosis Factors,,aapp
D10583438.P14,D10583438.E55,viral nucleocapsid location,,celc,PART_OF,D10583438.E54,Hepatitis C virus,,virs
D10583438.P15,D10583438.E58,apoptosis signaling,,celf,AFFECTS,D10583438.E57,Apoptosis,,celf
D10583438.P16,D10583438.E68,"nucleocapsid protein, Hepatitis C virus",,aapp,AFFECTS,D10583438.E70,Apoptosis,,celf
D10586060.P1,D10586060.E15,Oncostatin-M Specific Receptor Beta Subunit,,aapp,ISA,D10586060.E14,oncostatin M receptor,,aapp
D10586060.P2,D10586060.E10,oncostatin M,,aapp,AFFECTS,D10586060.E11,Heterodimerization,,moft
D10586060.P3,D10586060.E7,leukemia inhibitory factor,,aapp,AFFECTS,D10586060.E11,Heterodimerization,,moft
D10586060.P4,D10586060.E9,Ciliary Neurotrophic Factor,,aapp,AFFECTS,D10586060.E11,Heterodimerization,,moft
D10586060.P5,D10586060.E8,cardiotrophin 1,,aapp,AFFECTS,D10586060.E11,Heterodimerization,,moft
D10586060.P6,D10586060.E51,Hep G2 Cells,,cell,LOCATION_OF,D10586060.E48,Acute-Phase Proteins,,aapp
D10586060.P7,D10586060.E46,Oncostatin-M Specific Receptor Beta Subunit,,aapp,STIMULATES,D10586060.E48,Acute-Phase Proteins,,gngm
D10586060.P8,D10586060.E45,LIFR gene,,aapp,STIMULATES,D10586060.E48,Acute-Phase Proteins,,gngm
D10586060.P9,D10586060.E61,COS-7 Cells,,cell,LOCATION_OF,D10586060.E59,"STAT5A protein, human",,aapp
D10586060.P10,D10586060.E61,COS-7 Cells,,cell,LOCATION_OF,D10586060.E60,STAT3 gene,,aapp
D10586060.P11,D10586060.E55,Oncostatin-M Specific Receptor Beta Subunit,,aapp,AUGMENTS,D10586060.E58,dna binding,,genf
D10586060.P12,D10586060.E54,LIFR gene,,aapp,AUGMENTS,D10586060.E58,dna binding,,genf
D10586060.P13,D10586060.E65,Oncostatin-M Specific Receptor Beta Subunit,,aapp,STIMULATES,D10586060.E66,,,gngm
D10586060.P14,D10586060.E64,LIFR gene,,aapp,STIMULATES,D10586060.E66,,,gngm
D10586060.P15,D10586060.E73,Janus kinase 1,,aapp,ISA,D10586060.E72,Janus kinase,,aapp
D10586060.P16,D10586060.E86,COS-7 Cells,,cell,LOCATION_OF,D10586060.E82,Oncostatin-M Specific Receptor Beta Subunit,,aapp
D10586060.P17,D10586060.E86,COS-7 Cells,,cell,LOCATION_OF,D10586060.E81,LIFR gene,,aapp
D10589760.P1,D10589760.E6,"Transcription, Genetic",,genf,AFFECTS,D10589760.E8,FHIT gene,,aapp
D10589760.P2,D10589760.E20,Liver carcinoma,,neop,PROCESS_OF,D10589760.E19,Homo sapiens,,humn
D10589760.P3,D10589760.E12,Liver carcinoma,,neop,PROCESS_OF,D10589760.E11,Homo sapiens,,humn
D10589760.P4,D10589760.E24,Matched Tissues,,bdsu,ASSOCIATED_WITH,D10589760.E25,Liver normal,,fndg
D10589760.P5,D10589760.E47,Liver,,bpoc,LOCATION_OF,D10589760.E45,HCCS gene,,aapp
D10597235.P1,D10597235.E6,Carcinoma,,neop,PROCESS_OF,D10597235.E5,Homo sapiens,,humn
D10597235.P2,D10597235.E7,Transgenes,,gngm,CAUSES,D10597235.E11,Liver carcinoma,,neop
D10597235.P3,D10597235.E11,Liver carcinoma,,neop,PROCESS_OF,D10597235.E12,Mus,,mamm
D10597235.P4,D10597235.E11,Liver carcinoma,,neop,PROCESS_OF,D10597235.E13,Old World rabbit,,mamm
D10597235.P5,D10597235.E9,apoB mRNA editing catalytic subunit,,aapp,PART_OF,D10597235.E10,apolipoprotein B mRNA editing enzyme complex,,celc
D10597235.P6,D10597235.E23,Carcinoma,,neop,PROCESS_OF,D10597235.E22,Homo sapiens,,humn
D10597235.P7,D10597235.E21,APOBEC1 gene,,gngm,ASSOCIATED_WITH,D10597235.E23,Carcinoma,,neop
D10597235.P8,D10597235.E76,Carcinoma,,neop,PROCESS_OF,D10597235.E75,Homo sapiens,,humn
D10597235.P9,D10597235.E72,apoB mRNA editing catalytic subunit,,aapp,ASSOCIATED_WITH,D10597235.E76,Carcinoma,,neop
D10597235.P10,D10597235.E86,Carcinoma,,neop,PROCESS_OF,D10597235.E85,Homo sapiens,,humn
D10597235.P11,D10597235.E82,APOBEC1 gene,,gngm,PREDISPOSES,D10597235.E83,Neoplastic Cell Transformation,,neop
D10597262.P1,D10597262.E7,Liver carcinoma,,neop,PROCESS_OF,D10597262.E6,Homo sapiens,,humn
D10597262.P2,D10597262.E5,Proteins,,aapp,ASSOCIATED_WITH,D10597262.E7,Liver carcinoma,,neop
D10597262.P4,D10597262.E33,Immunohistochemistry,,diap,DIAGNOSES,D10597262.E34,Liver carcinoma,,neop
D10597262.P5,D10597262.E58,CTNNB1 Gene Mutation,,comd,COEXISTS_WITH,D10597262.E60,Carcinoma,,neop
D10597262.P6,D10597262.E69,CTNNB1 gene,,gngm,ASSOCIATED_WITH,D10597262.E74,Fibrolamellar hepatocellular carcinoma,,neop
D10601571.P1,D10601571.E3,trichostatin A,,antb,TREATS,D10601571.E7,Liver carcinoma,,neop
D10601571.P2,D10601571.E17,Liver carcinoma,,neop,PROCESS_OF,D10601571.E16,Homo sapiens,,humn
D10601571.P3,D10601571.E46,HDAC1 gene,,aapp,ASSOCIATED_WITH,D10601571.E53,Hepatocarcinogenesis,,neop
D10601571.P4,D10601571.E48,Recombinant Transforming Growth Factor-Beta 1,,aapp,ASSOCIATED_WITH,D10601571.E53,Hepatocarcinogenesis,,neop
D10601571.P5,D10601571.E64,trichostatin A,,antb,ISA,D10601571.E63,Histone deacetylase inhibitor,,aapp
D10601571.P6,D10601571.E88,Liver carcinoma,,neop,PROCESS_OF,D10601571.E87,Homo sapiens,,humn
D10601571.P7,D10601571.E79,Insulin-Like Growth Factor Binding Protein 3,,gngm,CAUSES,D10601571.E80,Apoptosis,,celf
D10601571.P8,D10601571.E85,Insulin-Like Growth Factor Binding Protein 3,,aapp,TREATS,D10601571.E88,Liver carcinoma,,neop
D10606185.P1,D10606185.E10,Liver carcinoma,,neop,PROCESS_OF,D10606185.E2,Hepatitis B Virus,,virs
D10606185.P2,D10606185.E10,Liver carcinoma,,neop,PROCESS_OF,D10606185.E9,Patients,,humn
D10606185.P3,D10606185.E25,Liver parenchyma,,bpoc,LOCATION_OF,D10606185.E24,Instability,,fndg
D10606185.P4,D10606185.E37,Chronic liver disease,,dsyn,PROCESS_OF,D10606185.E38,Patients,,humn
D10606185.P5,D10606185.E33,Chronic liver disease,,dsyn,PROCESS_OF,D10606185.E34,Patients,,humn
D10606185.P6,D10606185.E36,Liver carcinoma,,neop,AFFECTS,D10606185.E34,Patients,,humn
D10606185.P7,D10606185.E53,Body tissue,,tisu,PART_OF,D10606185.E52,Neoplasms,,neop
D10606185.P8,D10606185.E44,Gene Mutation,,genf,PROCESS_OF,D10606185.E45,telomerase activity,,genf
D10606185.P9,D10606185.E48,Liver carcinoma,,neop,PROCESS_OF,D10606185.E45,telomerase activity,,genf
D10606185.P10,D10606185.E58,Liver carcinoma,,neop,PROCESS_OF,D10606185.E57,Patients,,humn
D10606185.P11,D10606185.E63,Chronic liver disease,,dsyn,ISA,D10606185.E62,Liver diseases,,dsyn
D10606185.P12,D10606185.E62,Liver diseases,,dsyn,COEXISTS_WITH,D10606185.E63,Chronic liver disease,,dsyn
